Region,Area,Depth,Transect,Family,Species,Length,Number,a,b,lev,diet
E,ST,10,T5,Scaridae,Scaridae_sp,25,1,,,,
E,ST,10,T5,Labridae,Labridae_sp,10,1,,,,
E,ST,10,T5,Pomacentridae,Neoglyphidodon_melas,15,4,0.02239,2.99,BP,SI
E,ST,10,T5,Pomacentridae,Chrysiptera_rex,10,1,0.01514,2.99,BP,HD
E,ST,10,T5,Mullidae,Parupeneus_indicus,10,2,0.01202,3.09,BP,MI
E,ST,10,T5,Labridae,Thalassoma_sp,10,1,,,,
E,ST,10,T5,Labridae,Scarus_cf_forsteni,10,3,0.01622,3.02,BP,HD
N,MA,10,T1,Pomacentridae,Pomacentrus_coelestis,10,126,0.01479,2.92,BP,PL
N,MA,10,T1,Pomacanthidae,Centropyge_vrolikii,15,1,0.03236,2.88,BP,HD
N,MA,10,T1,Diodontidae,Diodon_cf_holocanthus,20,4,0.04365,2.87,BP,MI
N,MA,10,T1,Siganidae,Siganus_fuscescens,15,5,0.01413,2.94,BP,MH
N,MA,10,T1,Labridae,Labridae_sp,10,1,,,,
N,MA,10,T1,Acanthuridae,Acanthurus_cf_nigrofuscus,20,1,0.02512,2.96,BP,HD
N,MA,10,T1,Chaetodontidae,Chaetodon_melannotus,10,1,0.02291,3,BP,SI
N,MA,10,T1,Siganidae,Siganus_fuscescens,10,21,0.01413,2.94,BP,MH
N,MA,10,T2,Pomacentridae,Pomacentrus_coelestis,10,57,0.01479,2.92,BP,PL
N,MA,10,T2,Labridae,Iniistius_pavo,15,1,0.01122,3.04,BP,MI
N,MA,10,T2,Acanthuridae,Acanthurus_xanthopterus,20,1,0.01445,3,BP,HD
N,MA,10,T2,Labridae,Pteragogus_enneacanthus,15,1,0.0166,2.95,B,MI
N,MA,10,T3,Pomacentridae,Pomacentrus_coelestis,10,113,0.01479,2.92,BP,PL
N,MA,10,T3,Pomacentridae,Chromis_fumea,10,22,0.01622,3.08,BP,PL
N,MA,10,T3,Diodontidae,Diodon_cf_holocanthus,20,1,0.04365,2.87,BP,MI
N,MA,10,T3,Labridae,Labroides_bicolor,10,1,0.00447,3.14,BP,MI
N,MA,10,T3,Serranidae,Cephalopholis_boenak,25,1,0.01259,3.05,BP,PI
N,MA,10,T3,Chaetodontidae,Chaetodon_auripes,20,1,0.02291,3.01,BP,MI
N,MA,10,T4,Chaetodontidae,Chaetodon_auripes,20,4,0.02291,3.01,BP,MI
N,MA,10,T4,Diodontidae,Diodon_cf_holocanthus,20,1,0.04365,2.87,BP,MI
N,MA,10,T4,Pomacentridae,Pomacentrus_coelestis,10,18,0.01479,2.92,BP,PL
N,MA,10,T5,Pomacentridae,Pomacentrus_coelestis,10,31,0.01479,2.92,BP,PL
N,MA,10,T5,Pomacentridae,Chromis_fumea,10,3,0.01622,3.08,BP,PL
N,MA,10,T5,Labridae,Bodianus_mesothorax,15,1,0.01202,3.05,BP,MI
N,MA,10,T5,Acanthuridae,Acanthurus_cf_nigrofuscus,15,1,0.02512,2.96,BP,HD
N,MA,10,T5,Apogonidae,Archamia_bleekeri,8,27,0.01549,3.07,BP,PL
N,MA,10,T5,Pomacentridae,Chromis_fumea,15,2,0.01622,3.08,BP,PL
N,MA,10,T5,Labridae,Labridae_sp,10,1,,,,
N,MA,10,T5,Labridae,Hemigymnus_melapterus,25,1,0.01202,3.06,BP,MI
N,MA,10,T5,Serranidae,Cephalopholis_boenak,25,1,0.01259,3.05,BP,PI
N,MA,10,T5,Scorpaenidae,Dendrochirus_zebra,25,1,0.00871,3.13,B,MI
N,MA,10,T5,Pomacentridae,Stegastes_cf_obreptus,15,1,0.01995,2.99,BP,HD
O,BH,10,T1,Microdesmidae,Ptereleotris_evides,10,21,0.00389,3.12,BP,PL
O,BH,10,T1,Pomacentridae,Chromis_margaritifer,8,37,0.0182,3,BP,PL
O,BH,10,T1,Balistidae,Sufflamen_bursa,20,1,0.0257,2.94,BP,O
O,BH,10,T1,Mullidae,Parupeneus_multifasciatus,15,2,0.01318,3.11,BP,MI
O,BH,10,T1,Acanthuridae,Acanthurus_cf_nigrofuscus,15,2,0.02512,2.96,BP,HD
O,BH,10,T1,Labridae,Halichoeres_chrysus,8,3,0.01,3.08,BP,MI
O,BH,10,T1,,unknown,5,6,,,,
O,BH,10,T1,Acanthuridae,Naso_lituratus,20,7,0.02512,2.97,BP,MH
O,BH,10,T1,Pomacanthidae,Centropyge_heraldi,8,3,0.03236,2.88,BP,HD
O,BH,10,T1,Pomacanthidae,Genicanthus_watanabei,25,1,0.03311,2.88,BP,PL
O,BH,10,T1,Pomacanthidae,Genicanthus_watanabei,20,1,0.03311,2.88,BP,PL
O,BH,10,T1,Chaetodontidae,Forcipiger_flavissimus,15,4,0.02291,3.02,BP,MI
O,BH,10,T1,Chaetodontidae,Chaetodon_speculum,15,1,0.02512,2.97,BP,SI
O,BH,10,T1,Labridae,Halichoeres_hortulanus,8,1,0.00977,3.08,BP,MI
O,BH,10,T1,Acanthuridae,Acanthurus_cf_nigrofuscus,8,2,0.02512,2.96,BP,HD
O,BH,10,T1,Labridae,Stethojulis_cf_trilineata,10,1,0.01047,3.09,BP,MI
O,BH,10,T1,Labridae,Halichoeres_hortulanus,15,1,0.00977,3.08,BP,MI
O,BH,10,T1,Balistidae,Sufflamen_chrysopterum,20,4,0.02042,2.94,BP,SI
O,BH,10,T1,Monacanthidae,Paraluteres_cf_prionurus,12,1,0.02188,2.92,BP,PL
O,BH,10,T1,Chaetodontidae,Chaetodon_kleinii,15,1,0.0309,3.04,BP,O
O,BH,10,T1,,unknown,25,4,,,,
O,BH,10,T1,Serranidae,Cephalopholis_urodeta,25,1,0.01202,3.04,BP,PI
O,BH,10,T1,Mullidae,Parupeneus_multifasciatus,8,1,0.01318,3.11,BP,MI
O,BH,10,T1,Chaetodontidae,Hemitaurichthys_polylepis,15,8,0.02188,3.01,BP,PL
O,BH,10,T2,Microdesmidae,Ptereleotris_evides,10,17,0.00389,3.12,BP,PL
O,BH,10,T2,Pomacentridae,Chromis_margaritifer,8,10,0.0182,3,BP,PL
O,BH,10,T2,Chaetodontidae,Hemitaurichthys_polylepis,15,1,0.02188,3.01,BP,PL
O,BH,10,T2,Balistidae,Melichthys_cf_vidua,25,1,0.02754,3,BP,O
O,BH,10,T2,Balistidae,Rhinecanthus_cf_rectangulus,15,1,0.0263,2.92,BP,O
O,BH,10,T2,,unknown,25,2,,,,
O,BH,10,T2,,unknown,5,16,,,,
O,BH,10,T2,Labridae,Labridae_sp,10,4,,,,
O,BH,10,T2,Chaetodontidae,Chaetodon_cf_citrinellus,10,2,0.02291,2.95,BP,O
O,BH,10,T2,Acanthuridae,Naso_cf_annulatus,30,2,0.02239,2.9,BP,PL
O,BH,10,T2,Acanthuridae,Acanthurus_cf_nigrofuscus,10,2,0.02512,2.96,BP,HD
O,BH,10,T2,Lethrinidae,Monotaxis_grandoculis,35,1,0.02089,2.94,BP,MI
O,BH,10,T2,Acanthuridae,Naso_sp,25,3,,,,
O,BH,10,T2,,unknown,10,3,,,,
O,BH,10,T2,Labridae,Thalassoma_lutescens,15,1,0.01023,3.05,BP,MI
O,BH,10,T2,Balistidae,Sufflamen_chrysopterum,15,1,0.02042,2.94,BP,SI
O,BH,10,T2,Labridae,Bodianus_axillaris,15,1,0.01202,3.05,BP,MI
O,BH,10,T2,Labridae,Cheilinus_chlorourus,20,1,0.0182,2.95,BP,MI
O,BH,10,T3,Microdesmidae,Ptereleotris_evides,10,10,0.00389,3.12,BP,PL
O,BH,10,T3,Pomacentridae,Chromis_margaritifer,8,36,0.0182,3,BP,PL
O,BH,10,T3,Serranidae,Pseudanthias_squamipinnis,8,28,0.01514,2.92,BP,PL
O,BH,10,T3,Pomacanthidae,Centropyge_vrolikii,15,1,0.03236,2.88,BP,HD
O,BH,10,T3,,unknown,10,3,,,,
O,BH,10,T3,,unknown,5,10,,,,
O,BH,10,T3,Acanthuridae,Ctenochaetus_cf_binotatus,20,3,0.03388,2.93,BP,HD
O,BH,10,T3,Balistidae,Sufflamen_sp,20,2,,,,
O,BH,10,T3,Labridae,Labridae_sp,10,1,,,,
O,BH,10,T3,Acanthuridae,Acanthurus_cf_nigrofuscus,8,4,0.02512,2.96,BP,HD
O,BH,10,T3,Pomacanthidae,Centropyge_heraldi,10,1,0.03236,2.88,BP,HD
O,BH,10,T3,Chaetodontidae,Chaetodon_argentatus,10,1,0.02291,3.01,BP,SI
O,BH,10,T3,Labridae,Thalassoma_lutescens,15,4,0.01023,3.05,BP,MI
O,BH,10,T3,Acanthuridae,Naso_lituratus,15,1,0.02512,2.97,BP,MH
O,BH,10,T3,Pomacentridae,Amphiprion_clarkii,10,2,0.02291,2.99,BP,O
O,BH,10,T3,Labridae,Cheilinus_chlorourus,20,1,0.0182,2.95,BP,MI
O,BH,10,T3,Chaetodontidae,Heniochus_monoceros,20,1,0.01995,3.05,BP,MI
O,BH,10,T3,Chaetodontidae,Hemitaurichthys_polylepis,15,2,0.02188,3.01,BP,PL
O,BH,10,T4,Microdesmidae,Ptereleotris_evides,10,16,0.00389,3.12,BP,PL
O,BH,10,T4,Pomacentridae,Chromis_margaritifer,8,14,0.0182,3,BP,PL
O,BH,10,T4,Labridae,Labridae_sp,10,4,,,,
O,BH,10,T4,Acanthuridae,Acanthurus_sp,10,15,,,,
O,BH,10,T4,Labridae,Thalassoma_lutescens,15,4,0.01023,3.05,BP,MI
O,BH,10,T4,Chaetodontidae,Heniochus_acuminatus,20,1,0.02239,3.04,BP,PL
O,BH,10,T4,Labridae,Thalassoma_sp,15,3,,,,
O,BH,10,T4,Chaetodontidae,Heniochus_monoceros,20,2,0.01995,3.05,BP,MI
O,BH,10,T4,Acanthuridae,Acanthurus_cf_nigrofuscus,10,2,0.02512,2.96,BP,HD
O,BH,10,T4,Acanthuridae,Acanthuridae_sp,10,2,,,,
O,BH,10,T4,Chaetodontidae,Hemitaurichthys_polylepis,18,2,0.02188,3.01,BP,PL
O,BH,10,T5,Labridae,Halichoeres_cf_nebulosus,12,1,0.01,3.08,BP,MI
O,BH,10,T5,Mullidae,Parupeneus_multifasciatus,10,8,0.01318,3.11,BP,MI
O,BH,10,T5,Labridae,Labridae_sp,10,2,,,,
O,BH,10,T5,Acanthuridae,Acanthurus_sp,10,7,,,,
O,BH,10,T5,Acanthuridae,Naso_lituratus,25,1,0.02512,2.97,BP,MH
O,BH,10,T5,Labridae,Labridae_sp,10,4,,,,
O,BH,10,T5,Labridae,Coris_cf_gaimard,15,1,0.01,3.06,BP,MI
O,BH,10,T5,Balistidae,Sufflamen_sp,10,2,,,,
O,YY,10,T1,Microdesmidae,Ptereleotris_evides,10,26,0.00389,3.12,BP,PL
O,YY,10,T1,Pomacentridae,Chromis_margaritifer,8,75,0.0182,3,BP,PL
O,YY,10,T1,Acanthuridae,Ctenochaetus_cf_striatus,15,4,0.02344,2.98,BP,O
O,YY,10,T1,Acanthuridae,Acanthurus_sp,15,7,,,,
O,YY,10,T1,Serranidae,Pseudanthias_squamipinnis,15,1,0.01514,2.92,BP,PL
O,YY,10,T1,Balistidae,Sufflamen_chrysopterum,20,1,0.02042,2.94,BP,SI
O,YY,10,T1,Acanthuridae,Naso_lituratus,25,3,0.02512,2.97,BP,MH
O,YY,10,T1,Acanthuridae,Acanthurus_sp,5,4,,,,
O,YY,10,T1,Pomacentridae,Plectroglyphidodon_dickii,10,5,0.02455,2.99,BP,O
O,YY,10,T1,Pomacanthidae,Centropyge_vrolikii,10,2,0.03236,2.88,BP,HD
O,YY,10,T1,Pomacanthidae,Centropyge_vrolikii,10,9,0.03236,2.88,BP,HD
O,YY,10,T1,Acanthuridae,Acanthurus_cf_nigrofuscus,15,5,0.02512,2.96,BP,HD
O,YY,10,T1,Blenniidae,Meiacanthus_grammistes,15,1,0.00537,3.05,BP,PL
O,YY,10,T1,Labridae,Scarus_sp,10,1,,,,
O,YY,10,T1,Labridae,Cirrhilabrus_cf_exquisitus,12,1,0.0166,2.95,BP,PL
O,YY,10,T1,Acanthuridae,Ctenochaetus_cf_striatus,25,1,0.02344,2.98,BP,O
O,YY,10,T1,Labridae,Stethojulis_cf_trilineata,15,2,0.01047,3.09,BP,MI
O,YY,10,T1,Acanthuridae,Acanthurus_sp,10,2,,,,
O,YY,10,T1,Labridae,Cheilinus_chlorourus,20,1,0.0182,2.95,BP,MI
O,YY,10,T1,,unknown,20,1,,,,
O,YY,10,T1,Labridae,Thalassoma_quinquevittatum,20,1,0.01,3.04,BP,MI
O,YY,10,T1,Labridae,Labridae_sp,10,1,,,,
O,YY,10,T1,Pomacentridae,Pomachromis_cf_richardsoni,8,2,0.01479,2.99,BP,HD
O,YY,10,T1,Pomacentridae,Dascyllus_reticulatus,8,1,0.0309,3.01,BP,PI
O,YY,10,T1,Labridae,Labridae_sp,10,8,,,,
O,YY,10,T2,Acanthuridae,Ctenochaetus_cf_striatus,20,1,0.02344,2.98,BP,O
O,YY,10,T2,Microdesmidae,Ptereleotris_evides,10,12,0.00389,3.12,BP,PL
O,YY,10,T2,Pomacentridae,Chromis_margaritifer,8,90,0.0182,3,BP,PL
O,YY,10,T2,Labridae,Halichoeres_cf_margaritaceus,10,1,0.01,3.08,BP,MI
O,YY,10,T2,Chaetodontidae,Chaetodon_speculum,10,1,0.02512,2.97,BP,SI
O,YY,10,T2,Acanthuridae,Acanthurus_cf_nigrofuscus,10,11,0.02512,2.96,BP,HD
O,YY,10,T2,Pomacanthidae,Pygoplites_diacanthus,20,1,0.04677,2.89,BP,SI
O,YY,10,T2,Pomacentridae,Pomacentrus_bankanensis,6,1,0.01514,2.99,BP,HD
O,YY,10,T2,Acanthuridae,Ctenochaetus_cf_striatus,20,4,0.02344,2.98,BP,O
O,YY,10,T2,Chaetodontidae,Heniochus_acuminatus,20,1,0.02239,3.04,BP,PL
O,YY,10,T2,Pomacentridae,Pomacentrus_lepidogenys,8,1,0.0263,3.04,BP,PL
O,YY,10,T2,,unknown,5,7,,,,
O,YY,10,T2,Acanthuridae,Acanthurus_sp,10,1,,,,
O,YY,10,T2,Chaetodontidae,Chaetodon_argentatus,10,1,0.02291,3.01,BP,SI
O,YY,10,T2,,unknown,20,1,,,,
O,YY,10,T2,Labridae,Thalassoma_lutescens,20,1,0.01023,3.05,BP,MI
O,YY,10,T2,Zanclidae,Zanclus_cornutus,20,1,0.01698,3.06,BP,MI
O,YY,10,T2,Pomacanthidae,Centropyge_heraldi,10,1,0.03236,2.88,BP,HD
O,YY,10,T2,Chaetodontidae,Chaetodon_unimaculatus,15,1,0.02818,3,BP,SI
O,YY,10,T2,Pomacanthidae,Centropyge_vrolikii,10,3,0.03236,2.88,BP,HD
O,YY,10,T2,Acanthuridae,Acanthurus_japonicus,10,1,0.02344,2.96,BP,HD
O,YY,10,T2,Labridae,Stethojulis_cf_interrupta,20,2,0.01,3.06,BP,HD
O,YY,10,T2,Labridae,Gomphosus_varius,25,1,0.00676,2.96,BP,MI
O,YY,10,T2,Labridae,Cheilinus_cf_trilobatus,25,2,0.01905,3,BP,MI
O,YY,10,T2,Balistidae,Melichthys_cf_vidua,25,1,0.02754,3,BP,O
O,YY,10,T2,Chaetodontidae,Chaetodon_auripes,20,1,0.02291,3.01,BP,MI
O,YY,10,T2,Labridae,Thalassoma_lutescens,10,1,0.01023,3.05,BP,MI
O,YY,10,T2,Labridae,Thalassoma_quinquevittatum,15,1,0.01,3.04,BP,MI
O,YY,10,T2,Monacanthidae,Paraluteres_cf_prionurus,10,1,0.02188,2.92,BP,PL
O,YY,10,T3,Microdesmidae,Ptereleotris_evides,10,10,0.00389,3.12,BP,PL
O,YY,10,T3,Pomacentridae,Chromis_margaritifer,8,68,0.0182,3,BP,PL
O,YY,10,T3,Acanthuridae,Acanthurus_cf_nigrofuscus,10,4,0.02512,2.96,BP,HD
O,YY,10,T3,Pomacentridae,Dascyllus_reticulatus,5,11,0.0309,3.01,BP,PI
O,YY,10,T3,Pomacentridae,Dascyllus_reticulatus,9,6,0.0309,3.01,BP,PI
O,YY,10,T3,Labridae,Thalassoma_lutescens,20,1,0.01023,3.05,BP,MI
O,YY,10,T3,Chaetodontidae,Chaetodon_argentatus,10,2,0.02291,3.01,BP,SI
O,YY,10,T3,Labridae,Scarus_sp,20,1,,,,
O,YY,10,T3,,unknown,10,14,,,,
O,YY,10,T3,Acanthuridae,Acanthurus_pyroferus,10,1,0.02399,2.96,BP,HD
O,YY,10,T3,Acanthuridae,Naso_lituratus,10,2,0.02512,2.97,BP,MH
O,YY,10,T3,Chaetodontidae,Chaetodon_cf_trifascialis,10,2,0.02138,2.96,BP,SI
O,YY,10,T3,Chaetodontidae,Chaetodon_auripes,20,2,0.02291,3.01,BP,MI
O,YY,10,T3,Aulostomidae,Aulostomus_chinensis,50,1,0.002,3.2,BP,PI
O,YY,10,T3,Acanthuridae,Ctenochaetus_cf_striatus,20,2,0.02344,2.98,BP,O
O,YY,10,T3,Mullidae,Parupeneus_multifasciatus,10,1,0.01318,3.11,BP,MI
O,YY,10,T3,Acanthuridae,Ctenochaetus_cf_striatus,15,1,0.02344,2.98,BP,O
O,YY,10,T3,Acanthuridae,Naso_lituratus,20,2,0.02512,2.97,BP,MH
O,YY,10,T3,Labridae,Bodianus_mesothorax,15,4,0.01202,3.05,BP,MI
O,YY,10,T3,Labridae,Bodianus_mesothorax,20,1,0.01202,3.05,BP,MI
O,YY,10,T3,Acanthuridae,Acanthurus_sp,10,8,,,,
O,YY,10,T3,Acanthuridae,Acanthurus_dussumieri,30,1,0.0302,2.94,BP,HD
O,YY,10,T3,Balistidae,Sufflamen_chrysopterum,30,1,0.02042,2.94,BP,SI
O,YY,10,T3,Serranidae,Cephalopholis_argus,30,2,0.01175,3.05,BP,PI
O,YY,10,T3,Acanthuridae,Zebrasoma_scopas,10,2,0.02455,2.98,BP,HD
O,YY,10,T3,Balistidae,Balistoides_conspicillum,30,1,0.0263,2.93,BP,MI
O,YY,10,T3,Pomacentridae,Chrysiptera_cf_unimaculata,8,1,0.01479,2.99,BP,HD
O,YY,10,T3,Labridae,Labridae_sp,10,3,,,,
O,YY,10,T3,Pomacentridae,Chromis_cf_chrysura,10,3,0.02692,3.06,BP,PL
O,YY,10,T3,Pomacanthidae,Centropyge_vrolikii,10,4,0.03236,2.88,BP,HD
O,YY,10,T3,Chaetodontidae,Chaetodon_melannotus,15,1,0.02291,3,BP,SI
O,YY,10,T3,Chaetodontidae,Chaetodon_kleinii,15,1,0.0309,3.04,BP,O
O,YY,10,T3,Labridae,Stethojulis_cf_interrupta,20,2,0.01,3.06,BP,HD
O,YY,10,T3,Zanclidae,Zanclus_cornutus,20,1,0.01698,3.06,BP,MI
O,YY,10,T3,Chaetodontidae,Chaetodon_kleinii,10,2,0.0309,3.04,BP,O
O,YY,10,T4,Pomacentridae,Dascyllus_reticulatus,8,41,0.0309,3.01,BP,PI
O,YY,10,T4,Microdesmidae,Ptereleotris_evides,10,5,0.00389,3.12,BP,PL
O,YY,10,T4,Pomacentridae,Chromis_margaritifer,8,35,0.0182,3,BP,PL
O,YY,10,T4,Acanthuridae,Ctenochaetus_cf_striatus,15,4,0.02344,2.98,BP,O
O,YY,10,T4,Acanthuridae,Acanthurus_cf_nigrofuscus,10,7,0.02512,2.96,BP,HD
O,YY,10,T4,Pomacentridae,Dascyllus_trimaculatus,5,1,0.03467,2.99,BP,O
O,YY,10,T4,Labridae,Labroides_dimidiatus,5,1,0.00447,3.14,BP,MI
O,YY,10,T4,Balistidae,Melichthys_cf_vidua,20,1,0.02754,3,BP,O
O,YY,10,T4,,unknown,10,16,,,,
O,YY,10,T4,Mullidae,Parupeneus_multifasciatus,10,4,0.01318,3.11,BP,MI
O,YY,10,T4,Chaetodontidae,Chaetodon_argentatus,10,1,0.02291,3.01,BP,SI
O,YY,10,T4,Labridae,Labridae_sp,10,6,,,,
O,YY,10,T4,Acanthuridae,Ctenochaetus_cf_striatus,10,6,0.02344,2.98,BP,O
O,YY,10,T4,Acanthuridae,Acanthurus_olivaceus,10,1,0.0257,3.01,BP,HD
O,YY,10,T4,Pomacanthidae,Centropyge_heraldi,10,1,0.03236,2.88,BP,HD
O,YY,10,T4,Pomacanthidae,Centropyge_vrolikii,10,2,0.03236,2.88,BP,HD
O,YY,10,T4,Labridae,Scarus_cf_forsteni,15,1,0.01622,3.02,BP,HD
O,YY,10,T4,Labridae,Scarus_cf_frenatus,15,1,0.02089,3.09,BP,HD
O,YY,10,T4,Labridae,Scarus_sp,20,2,,,,
O,YY,10,T4,Labridae,Anampses_cf_melanurus,10,1,0.01,3.06,BP,MI
O,YY,10,T4,Acanthuridae,Naso_lituratus,10,0,0.02512,2.97,BP,MH
O,YY,10,T4,Balistidae,Melichthys_cf_vidua,25,2,0.02754,3,BP,O
O,YY,10,T4,Pomacentridae,Chromis_cf_ovatiformis,8,4,0.0182,3,BP,O
O,YY,10,T4,Pseudochromidae,Labracinus_cyclophthalmus,15,1,0.01995,3.01,BP,PI
O,YY,10,T4,Labridae,Bodianus_mesothorax,15,2,0.01202,3.05,BP,MI
O,YY,10,T4,Pomacentridae,Chromis_cf_chrysura,10,2,0.02692,3.06,BP,PL
O,YY,10,T4,Aulostomidae,Aulostomus_chinensis,50,1,0.002,3.2,BP,PI
O,YY,10,T5,Pomacentridae,Chromis_margaritifer,8,51,0.0182,3,BP,PL
O,YY,10,T5,Chaetodontidae,Chaetodon_lunulatus,10,2,0.02291,3.01,BP,SI
O,YY,10,T5,Acanthuridae,Acanthurus_sp,10,3,,,,
O,YY,10,T5,,unknown,5,4,,,,
O,YY,10,T5,Pomacentridae,Chromis_sp,8,10,,,,
O,YY,10,T5,Pomacentridae,Chromis_cf_vanderbilti,8,24,0.01479,2.99,BP,PL
O,YY,10,T5,Pomacentridae,Dascyllus_reticulatus,8,25,0.0309,3.01,BP,PI
O,YY,10,T5,,unknown,10,1,,,,
O,YY,10,T5,Microdesmidae,Ptereleotris_evides,10,2,0.00389,3.12,BP,PL
O,YY,10,T5,Acanthuridae,Acanthurus_nigricans,15,1,0.0263,2.92,BP,HD
O,YY,10,T5,Acanthuridae,Ctenochaetus_cf_striatus,15,1,0.02344,2.98,BP,O
O,YY,10,T5,Pomacanthidae,Centropyge_vrolikii,10,3,0.03236,2.88,BP,HD
O,YY,10,T5,Mullidae,Parupeneus_multifasciatus,20,3,0.01318,3.11,BP,MI
O,YY,10,T5,Lutjanidae,Lutjanus_cf_fulviflamma,20,1,0.0158,2.98,BP,MI
O,YY,10,T5,Labridae,Scarus_rubroviolaceus,35,1,0.01318,3.09,BP,HD
O,GG,10,T1,Pomacentridae,Chromis_margaritifer,8,21,0.0182,3,BP,PL
O,GG,10,T1,Microdesmidae,Ptereleotris_evides,10,26,0.00389,3.12,BP,PL
O,GG,10,T1,Acanthuridae,Ctenochaetus_cf_striatus,20,16,0.02344,2.98,BP,O
O,GG,10,T1,Pomacentridae,Dascyllus_reticulatus,8,30,0.0309,3.01,BP,PI
O,GG,10,T1,Mullidae,Parupeneus_multifasciatus,10,1,0.01318,3.11,BP,MI
