Region,Area,Depth,Transect,Family,Species,Length,Number,a,b,lev,diet
O,GG,10,T1,Labridae,Stethojulis_cf_interrupta,20,1,0.01,3.06,BP,HD
O,GG,10,T1,Acanthuridae,Acanthurus_sp,10,1,,,,
O,GG,10,T1,Labridae,Scarus_sp,10,2,,,,
O,GG,10,T1,Labridae,Halichoeres_cf_scapularis,20,1,0.01023,3.13,BP,MI
O,GG,10,T1,Labridae,Labridae_sp,20,2,,,,
O,GG,10,T1,Chaetodontidae,Hemitaurichthys_polylepis,20,16,0.02188,3.01,BP,PL
O,GG,10,T1,Chaetodontidae,Chaetodon_cf_trifascialis,10,4,0.02138,2.96,BP,SI
O,GG,10,T1,Acanthuridae,Acanthurus_nigricans,15,1,0.0263,2.92,BP,HD
O,GG,10,T1,,unknown,10,5,,,,
O,GG,10,T1,Serranidae,Cephalopholis_urodeta,25,1,0.01202,3.04,BP,PI
O,GG,10,T1,Acanthuridae,Acanthurus_cf_nigrofuscus,10,2,0.02512,2.96,BP,HD
O,GG,10,T1,Balistidae,Sufflamen_chrysopterum,25,4,0.02042,2.94,BP,SI
O,GG,10,T1,Pseudochromidae,Labracinus_cyclophthalmus,20,1,0.01995,3.01,BP,PI
O,GG,10,T1,Acanthuridae,Zebrasoma_scopas,15,1,0.02455,2.98,BP,HD
O,GG,10,T1,Serranidae,Pseudanthias_cf_pleurotaenia,15,3,0.00955,2.97,BP,PL
O,GG,10,T1,Acanthuridae,Naso_lituratus,25,1,0.02512,2.97,BP,MH
O,GG,10,T1,Serranidae,Cephalopholis_cf_leopardus,25,1,0.01202,3.04,BP,PI
O,GG,10,T1,Balistidae,Sufflamen_bursa,20,1,0.0257,2.94,BP,O
O,GG,10,T1,Mullidae,Parupeneus_pleurostigma,15,1,0.01202,3.09,BP,MI
O,GG,10,T1,Labridae,Cheilinus_chlorourus,25,1,0.0182,2.95,BP,MI
O,GG,10,T1,Pomacentridae,Plectroglyphidodon_johnstonianus,10,1,0.02399,2.95,BP,HD
O,GG,10,T1,Pomacentridae,Pomacentrus_bankanensis,8,1,0.01514,2.99,BP,HD
O,GG,10,T1,Acanthuridae,Acanthurus_thompsoni,25,1,0.02512,2.96,BP,PL
O,GG,10,T2,Chaetodontidae,Hemitaurichthys_polylepis,20,17,0.02188,3.01,BP,PL
O,GG,10,T2,Pomacentridae,Chromis_margaritifer,8,216,0.0182,3,BP,PL
O,GG,10,T2,Labridae,Scarus_sp,25,1,,,,
O,GG,10,T2,Pomacentridae,Pomachromis_cf_richardsoni,8,10,0.01479,2.99,BP,HD
O,GG,10,T2,Acanthuridae,Zebrasoma_scopas,15,3,0.02455,2.98,BP,HD
O,GG,10,T2,Labridae,Labroides_dimidiatus,10,1,0.00447,3.14,BP,MI
O,GG,10,T2,Labridae,Labridae_sp,10,6,,,,
O,GG,10,T2,Acanthuridae,Naso_lituratus,25,4,0.02512,2.97,BP,MH
O,GG,10,T2,Labridae,Halichoeres_hortulanus,20,1,0.00977,3.08,BP,MI
O,GG,10,T2,Labridae,Bodianus_mesothorax,20,1,0.01202,3.05,BP,MI
O,GG,10,T2,Pomacentridae,Plectroglyphidodon_johnstonianus,10,3,0.02399,2.95,BP,HD
O,GG,10,T2,Chaetodontidae,Chaetodon_lunulatus,10,3,0.02291,3.01,BP,SI
O,GG,10,T2,Monacanthidae,Cantherhines_dumerilii,30,7,0.0257,2.91,BP,SI
O,GG,10,T2,Monacanthidae,Cantherhines_pardalis,25,1,0.01698,2.91,BP,MI
O,GG,10,T2,Acanthuridae,Ctenochaetus_cf_striatus,20,4,0.02344,2.98,BP,O
O,GG,10,T2,Serranidae,Cephalopholis_urodeta,30,1,0.01202,3.04,BP,PI
O,GG,10,T2,Acanthuridae,Zebrasoma_scopas,15,1,0.02455,2.98,BP,HD
O,GG,10,T2,Pomacentridae,Dascyllus_reticulatus,8,9,0.0309,3.01,BP,PI
O,GG,10,T2,Tetraodontidae,Arothron_nigropunctatus,30,1,0.02754,2.88,BP,O
O,GG,10,T2,Tetraodontidae,Arothron_cf_mappa,30,2,0.02754,2.88,BP,O
O,GG,10,T2,,unknown,10,2,,,,
O,GG,10,T2,Pomacanthidae,Centropyge_heraldi,10,3,0.03236,2.88,BP,HD
O,GG,10,T2,Labridae,Scarus_cf_forsteni,15,2,0.01622,3.02,BP,HD
O,GG,10,T2,Chaetodontidae,Chaetodon_cf_trifascialis,10,1,0.02138,2.96,BP,SI
O,GG,10,T2,Microdesmidae,Nemateleotris_magnifica,10,3,0.00389,3.12,BP,PL
O,GG,10,T3,Chaetodontidae,Hemitaurichthys_polylepis,20,101,0.02188,3.01,BP,PL
O,GG,10,T3,Pomacentridae,Chromis_margaritifer,8,330,0.0182,3,BP,PL
O,GG,10,T3,Acanthuridae,Acanthurus_thompsoni,25,9,0.02512,2.96,BP,PL
O,GG,10,T3,Microdesmidae,Ptereleotris_evides,10,35,0.00389,3.12,BP,PL
O,GG,10,T3,Labridae,Stethojulis_cf_trilineata,20,2,0.01047,3.09,BP,MI
O,GG,10,T3,Zanclidae,Zanclus_cornutus,20,4,0.01698,3.06,BP,MI
O,GG,10,T3,Scaridae,Scaridae_sp,30,1,,,,
O,GG,10,T3,Acanthuridae,Acanthurus_sp,20,1,,,,
O,GG,10,T3,Acanthuridae,Ctenochaetus_cf_striatus,15,2,0.02344,2.98,BP,O
O,GG,10,T3,Chaetodontidae,Chaetodon_lunulatus,10,4,0.02291,3.01,BP,SI
O,GG,10,T3,Labridae,Cheilinus_chlorourus,15,1,0.0182,2.95,BP,MI
O,GG,10,T3,Pomacentridae,Dascyllus_reticulatus,8,6,0.0309,3.01,BP,PI
O,GG,10,T3,Pomacentridae,Stegastes_cf_nigricans,10,1,0.02512,3.02,BP,O
O,GG,10,T3,Serranidae,Cephalopholis_spiloparaea,30,1,0.01549,3.08,BP,MI
O,GG,10,T3,Pomacentridae,Plectroglyphidodon_dickii,8,6,0.02455,2.99,BP,O
O,GG,10,T3,Acanthuridae,Zebrasoma_scopas,15,1,0.02455,2.98,BP,HD
O,GG,10,T3,Labridae,Labroides_dimidiatus,10,5,0.00447,3.14,BP,MI
O,GG,10,T3,Labridae,Cirrhilabrus_cf_rubrimarginatus,8,3,0.0166,2.95,B,PL
O,GG,10,T3,Labridae,Cheilinus_fasciatus,30,1,0.01202,3.06,BP,MI
O,GG,10,T3,Chaetodontidae,Chaetodon_kleinii,15,3,0.0309,3.04,BP,O
O,GG,10,T3,Pomacentridae,Chromis_xanthura,10,1,0.0166,2.95,BP,PL
O,GG,10,T3,Pomacentridae,Pomacentridae_sp,8,2,,,,
O,GG,10,T3,,unknown,10,2,,,,
O,GG,10,T3,Serranidae,Cephalopholis_urodeta,25,1,0.01202,3.04,BP,PI
O,GG,10,T3,Labridae,Labridae_sp,10,8,,,,
O,GG,10,T3,Labridae,Anampses_cf_twistii,8,1,0.01,3.06,BP,MI
O,GG,10,T3,Labridae,Thalassoma_cf_hardwicke,8,2,0.01,3.04,BP,MI
O,GG,10,T3,Labridae,Thalassoma_lutescens,15,3,0.01023,3.05,BP,MI
O,GG,10,T3,Acanthuridae,Naso_lituratus,25,4,0.02512,2.97,BP,MH
O,GG,10,T3,Monacanthidae,Cantherhines_dumerilii,30,5,0.0257,2.91,BP,SI
O,GG,10,T3,Labridae,Thalassoma_lutescens,20,2,0.01023,3.05,BP,MI
O,GG,10,T3,Pomacentridae,Plectroglyphidodon_johnstonianus,10,3,0.02399,2.95,BP,HD
O,GG,10,T3,Labridae,Coris_cf_aygula,8,1,0.00832,3.12,BP,MI
O,GG,10,T3,Microdesmidae,Nemateleotris_magnifica,10,2,0.00389,3.12,BP,PL
O,GG,10,T3,Pomacentridae,Pomacentridae_sp,8,18,,,,
O,GG,10,T3,Pomacanthidae,Centropyge_vrolikii,10,2,0.03236,2.88,BP,HD
O,GG,10,T3,Acanthuridae,Naso_lituratus,15,1,0.02512,2.97,BP,MH
O,GG,10,T3,Labridae,Epibulus_cf_insidiator,15,1,0.02089,2.97,BP,MI
O,GG,10,T3,Pomacentridae,Chromis_cf_vanderbilti,10,7,0.01479,2.99,BP,PL
O,GG,10,T4,Pomacentridae,Chromis_margaritifer,8,258,0.0182,3,BP,PL
O,GG,10,T4,Acanthuridae,Acanthurus_thompsoni,20,11,0.02512,2.96,BP,PL
O,GG,10,T4,Microdesmidae,Ptereleotris_evides,10,5,0.00389,3.12,BP,PL
O,GG,10,T4,Chaetodontidae,Hemitaurichthys_polylepis,20,41,0.02188,3.01,BP,PL
O,GG,10,T4,Pomacentridae,Chromis_cf_vanderbilti,10,50,0.01479,2.99,BP,PL
O,GG,10,T4,Pomacentridae,Chromis_xanthura,8,4,0.0166,2.95,BP,PL
O,GG,10,T4,Acanthuridae,Naso_lituratus,20,1,0.02512,2.97,BP,MH
O,GG,10,T4,Haemulidae,Plectorhinchus_lessonii,30,1,0.01905,2.96,BP,MI
O,GG,10,T4,Serranidae,Pseudanthias_pascalus,10,66,0.00955,2.97,BP,PL
O,GG,10,T4,Chaetodontidae,Chaetodon_argentatus,10,1,0.02291,3.01,BP,SI
O,GG,10,T4,Pomacentridae,Plectroglyphidodon_cf_lacrymatus,8,2,0.02239,2.99,BP,O
O,GG,10,T4,Pomacentridae,Plectroglyphidodon_dickii,8,5,0.02455,2.99,BP,O
O,GG,10,T4,Chaetodontidae,Chaetodon_cf_trifascialis,10,3,0.02138,2.96,BP,SI
O,GG,10,T4,Labridae,Thalassoma_lutescens,10,3,0.01023,3.05,BP,MI
O,GG,10,T4,Pomacanthidae,Centropyge_vrolikii,10,3,0.03236,2.88,BP,HD
O,GG,10,T4,Pomacanthidae,Centropyge_heraldi,10,1,0.03236,2.88,BP,HD
O,GG,10,T4,Chaetodontidae,Forcipiger_flavissimus,15,1,0.02291,3.02,BP,MI
O,GG,10,T4,Serranidae,Cephalopholis_urodeta,25,2,0.01202,3.04,BP,PI
O,GG,10,T4,Labridae,Scarus_sp,15,4,,,,
O,GG,10,T4,Zanclidae,Zanclus_cornutus,20,1,0.01698,3.06,BP,MI
O,GG,10,T4,Labridae,Labridae_sp,10,5,,,,
O,GG,10,T4,Acanthuridae,Zebrasoma_scopas,15,1,0.02455,2.98,BP,HD
O,GG,10,T4,Acanthuridae,Acanthurus_sp,20,10,,,,
O,GG,10,T4,Acanthuridae,Ctenochaetus_cf_striatus,15,2,0.02344,2.98,BP,O
O,GG,10,T4,Chaetodontidae,Chaetodon_lunulatus,10,5,0.02291,3.01,BP,SI
O,GG,10,T4,Acanthuridae,Zebrasoma_cf_flavescens,15,1,0.0195,2.98,BP,HD
O,GG,10,T4,,unknown,5,4,,,,
O,GG,10,T4,Microdesmidae,Nemateleotris_magnifica,10,1,0.00389,3.12,BP,PL
O,GG,10,T4,Labridae,Oxycheilinus_unifasciatus,15,1,0.0166,2.95,BP,MI
O,GG,10,T4,Acanthuridae,Naso_lituratus,15,1,0.02512,2.97,BP,MH
O,GG,10,T4,Serranidae,Pseudanthias_squamipinnis,10,10,0.01514,2.92,BP,PL
O,GG,10,T4,Pomacentridae,Stegastes_cf_nigricans,10,1,0.02512,3.02,BP,O
O,GG,10,T4,Acanthuridae,Naso_lituratus,30,1,0.02512,2.97,BP,MH
O,GG,10,T4,Labridae,Bodianus_mesothorax,15,1,0.01202,3.05,BP,MI
O,GG,10,T4,Chaetodontidae,Chaetodon_auripes,20,1,0.02291,3.01,BP,MI
O,GG,10,T4,Balistidae,Melichthys_cf_vidua,35,2,0.02754,3,BP,O
O,GG,10,T4,Pomacentridae,Dascyllus_trimaculatus,10,1,0.03467,2.99,BP,O
O,GG,10,T4,Chaetodontidae,Chaetodon_kleinii,15,1,0.0309,3.04,BP,O
O,GG,10,T4,,unknown,15,4,,,,
O,GG,10,T5,Acanthuridae,Naso_lituratus,30,5,0.02512,2.97,BP,MH
O,GG,10,T5,Acanthuridae,Acanthurus_japonicus,25,2,0.02344,2.96,BP,HD
O,GG,10,T5,Pomacanthidae,Pomacanthus_imperator,30,2,0.04677,2.89,BP,SI
O,GG,10,T5,Chaetodontidae,Hemitaurichthys_polylepis,20,2,0.02188,3.01,BP,PL
O,GG,10,T5,Pomacentridae,Chromis_xanthura,10,31,0.0166,2.95,BP,PL
O,GG,10,T5,Acanthuridae,Ctenochaetus_cf_striatus,25,5,0.02344,2.98,BP,O
O,GG,10,T5,Acanthuridae,Naso_brevirostris,35,1,0.01905,3.02,BP,PL
O,GG,10,T5,Acanthuridae,Acanthurus_thompsoni,25,10,0.02512,2.96,BP,PL
O,GG,10,T5,Caesionidae,Pterocaesio_tile,20,5,0.01259,3.15,BP,PL
O,GG,10,T5,Pomacentridae,Chromis_margaritifer,8,119,0.0182,3,BP,PL
O,GG,10,T5,Microdesmidae,Ptereleotris_evides,10,3,0.00389,3.12,BP,PL
O,GG,10,T5,Labridae,Bodianus_mesothorax,15,7,0.01202,3.05,BP,MI
O,GG,10,T5,Labridae,Labridae_sp,15,7,,,,
O,GG,10,T5,Pomacentridae,Dascyllus_trimaculatus,10,5,0.03467,2.99,BP,O
O,GG,10,T5,Chaetodontidae,Chaetodon_ornatissimus,15,2,0.02291,3.01,BP,SI
O,GG,10,T5,Labridae,Thalassoma_lutescens,15,3,0.01023,3.05,BP,MI
O,GG,10,T5,Pomacentridae,Plectroglyphidodon_dickii,6,2,0.02455,2.99,BP,O
O,GG,10,T5,Pomacentridae,Chromis_cf_vanderbilti,10,3,0.01479,2.99,BP,PL
O,GG,10,T5,Labridae,Chlorurus_cf_sordidus,30,1,0.01585,3.06,BP,HD
O,GG,10,T5,Labridae,Coris_cf_aygula,25,5,0.00832,3.12,BP,MI
O,GG,10,T5,Serranidae,Cephalopholis_urodeta,25,3,0.01202,3.04,BP,PI
O,GG,10,T5,Pomacentridae,Dascyllus_reticulatus,6,11,0.0309,3.01,BP,PI
O,GG,10,T5,Labridae,Coris_cf_dorsomacula,10,3,0.01,3.06,BP,MI
O,GG,10,T5,Chaetodontidae,Chaetodon_lunulatus,10,1,0.02291,3.01,BP,SI
O,GG,10,T5,Serranidae,Cephalopholis_urodeta,15,1,0.01202,3.04,BP,PI
O,GG,10,T5,Pomacentridae,Chromis_cf_vanderbilti,8,3,0.01479,2.99,BP,PL
O,GG,10,T5,Acanthuridae,Acanthurus_japonicus,15,2,0.02344,2.96,BP,HD
O,GG,10,T5,Pomacentridae,Plectroglyphidodon_johnstonianus,10,1,0.02399,2.95,BP,HD
O,GG,10,T5,,unknown,20,1,,,,
O,GG,10,T5,Acanthuridae,Acanthurus_sp,10,2,,,,
O,GG,10,T5,Labridae,Labroides_dimidiatus,10,1,0.00447,3.14,BP,MI
O,GG,10,T5,Labridae,Scarus_sp,20,1,,,,
O,GG,10,T5,Chaetodontidae,Chaetodon_cf_trifascialis,10,2,0.02138,2.96,BP,SI
O,GG,10,T5,Acanthuridae,Ctenochaetus_cf_striatus,10,5,0.02344,2.98,BP,O
O,GG,10,T5,Chaetodontidae,Chaetodon_argentatus,10,1,0.02291,3.01,BP,SI
O,OR,10,T1,Labridae,Thalassoma_lutescens,15,4,0.01023,3.05,BP,MI
O,OR,10,T1,Pomacentridae,Chromis_margaritifer,8,35,0.0182,3,BP,PL
O,OR,10,T1,Pomacentridae,Chromis_xanthura,8,2,0.0166,2.95,BP,PL
O,OR,10,T1,Labridae,Labridae_sp,20,2,,,,
O,OR,10,T1,Mullidae,Parupeneus_multifasciatus,20,2,0.01318,3.11,BP,MI
O,OR,10,T1,Microdesmidae,Ptereleotris_evides,10,14,0.00389,3.12,BP,PL
O,OR,10,T1,Balistidae,Melichthys_cf_vidua,40,2,0.02754,3,BP,O
O,OR,10,T1,Serranidae,Pseudanthias_cf_pleurotaenia,8,6,0.00955,2.97,BP,PL
O,OR,10,T1,,unknown,10,26,,,,
O,OR,10,T1,Labridae,Labroides_dimidiatus,10,2,0.00447,3.14,BP,MI
O,OR,10,T1,Labridae,Scarus_sp,10,1,,,,
O,OR,10,T1,Pomacentridae,Plectroglyphidodon_cf_lacrymatus,10,3,0.02239,2.99,BP,O
O,OR,10,T1,Cirrhitidae,Paracirrhites_cf_forsteri,10,1,0.00933,3.07,B,PI
O,OR,10,T1,Labridae,Coris_cf_aygula,10,1,0.00832,3.12,BP,MI
O,OR,10,T1,Acanthuridae,Acanthurus_sp,15,3,,,,
O,OR,10,T1,Labridae,Thalassoma_lutescens,20,2,0.01023,3.05,BP,MI
O,OR,10,T1,Acanthuridae,Ctenochaetus_cf_binotatus,20,1,0.03388,2.93,BP,HD
O,OR,10,T1,Labridae,Labridae_sp,10,4,,,,
O,OR,10,T1,Acanthuridae,Naso_lituratus,40,1,0.02512,2.97,BP,MH
O,OR,10,T1,Labridae,Coris_cf_dorsomacula,10,2,0.01,3.06,BP,MI
O,OR,10,T1,Pomacanthidae,Centropyge_heraldi,10,1,0.03236,2.88,BP,HD
O,OR,10,T1,Labridae,Halichoeres_hortulanus,15,1,0.00977,3.08,BP,MI
O,OR,10,T1,,unknown,15,1,,,,
O,OR,10,T1,Microdesmidae,Nemateleotris_magnifica,10,4,0.00389,3.12,BP,PL
O,OR,10,T1,Pomacentridae,Chromis_xanthura,8,1,0.0166,2.95,BP,PL
O,OR,10,T2,Labridae,Thalassoma_lutescens,20,3,0.01023,3.05,BP,MI
O,OR,10,T2,Acanthuridae,Acanthurus_sp,15,2,,,,
O,OR,10,T2,Pomacentridae,Chromis_margaritifer,8,14,0.0182,3,BP,PL
O,OR,10,T2,Microdesmidae,Ptereleotris_evides,10,2,0.00389,3.12,BP,PL
O,OR,10,T2,Labridae,Thalassoma_cf_amblycephalum,10,5,0.977,3.04,BP,PL
O,OR,10,T2,Labridae,Hologymnosus_cf_annulatus,10,2,0.01,3.06,BP,PI
O,OR,10,T2,,unknown,5,18,,,,
O,OR,10,T2,Mullidae,Parupeneus_pleurostigma,20,3,0.01202,3.09,BP,MI
O,OR,10,T2,Labridae,Cheilinus_chlorourus,20,1,0.0182,2.95,BP,MI
O,OR,10,T2,Acanthuridae,Ctenochaetus_cf_striatus,20,2,0.02344,2.98,BP,O
O,OR,10,T2,Acanthuridae,Naso_lituratus,40,1,0.02512,2.97,BP,MH
O,OR,10,T2,Acanthuridae,Acanthurus_thompsoni,25,2,0.02512,2.96,BP,PL
O,OR,10,T2,Labridae,Bolbometopon_muricatum,80,1,0.01413,3.04,BP,O
O,OR,10,T2,Labridae,Thalassoma_lutescens,10,3,0.01023,3.05,BP,MI
O,OR,10,T2,Labridae,Labridae_sp,7,9,,,,
O,OR,10,T2,Pomacentridae,Pomacentridae_sp,7,1,,,,
O,OR,10,T2,Pomacentridae,Pomacentridae_sp,10,1,,,,
O,OR,10,T2,Nemipteridae,Scolopsis_bilineata,15,1,0.01445,3.02,BP,MI
O,OR,10,T2,Labridae,Thalassoma_lutescens,15,2,0.01023,3.05,BP,MI
O,OR,10,T2,Acanthuridae,Ctenochaetus_cf_striatus,15,6,0.02344,2.98,BP,O
O,OR,10,T2,Balistidae,Sufflamen_chrysopterum,35,1,0.02042,2.94,BP,SI
O,OR,10,T2,Labridae,Bodianus_cf_dictynna,10,2,0.01202,3.05,BP,MI
O,OR,10,T3,Acanthuridae,Ctenochaetus_cf_striatus,20,6,0.02344,2.98,BP,O
O,OR,10,T3,Labridae,Thalassoma_lutescens,10,3,0.01023,3.05,BP,MI
O,OR,10,T3,Pomacentridae,Chromis_margaritifer,8,11,0.0182,3,BP,PL
O,OR,10,T3,Mullidae,Parupeneus_multifasciatus,25,1,0.01318,3.11,BP,MI
O,OR,10,T3,Monacanthidae,Cantherhines_dumerilii,30,1,0.0257,2.91,BP,SI
O,OR,10,T3,Labridae,Scarus_cf_festivus,25,2,0.01175,3.15,BP,HD
O,OR,10,T3,Serranidae,Cephalopholis_urodeta,30,1,0.01202,3.04,BP,PI
O,OR,10,T3,Acanthuridae,Acanthurus_pyroferus,25,1,0.02399,2.96,BP,HD
O,OR,10,T3,Labridae,Anampses_cf_melanurus,18,1,0.01,3.06,BP,MI
O,OR,10,T3,,unknown,15,3,,,,
O,OR,10,T3,Pomacentridae,Plectroglyphidodon_dickii,8,1,0.02455,2.99,BP,O
O,OR,10,T3,Labridae,Thalassoma_lutescens,15,1,0.01023,3.05,BP,MI
O,OR,10,T3,,unknown,5,50,,,,
O,OR,10,T3,Labridae,Scarus_cf_forsteni,20,1,0.01622,3.02,BP,HD
O,OR,10,T3,Labridae,Labridae_sp,10,1,,,,
O,OR,10,T3,Microdesmidae,Ptereleotris_evides,10,1,0.00389,3.12,BP,PL
O,OR,10,T3,Monacanthidae,Cantherhines_dumerilii,30,2,0.0257,2.91,BP,SI
O,OR,10,T3,Pomacentridae,Pomacentridae_sp,7,2,,,,
O,OR,10,T3,Labridae,Labridae_sp,5,2,,,,
O,OR,10,T4,Balistidae,Odonus_niger,30,3,0.03236,2.95,BP,PL
O,OR,10,T4,Labridae,Thalassoma_cf_amblycephalum,10,14,0.977,3.04,BP,PL
O,OR,10,T4,Labridae,Thalassoma_cf_amblycephalum,15,2,0.977,3.04,BP,PL
O,OR,10,T4,Labridae,Thalassoma_cf_jansenii,15,2,0.977,3.04,BP,MI
O,OR,10,T4,Labridae,Labroides_dimidiatus,10,1,0.00447,3.14,BP,MI
O,OR,10,T4,Pomacentridae,Pomacentridae_sp,5,15,,,,
O,OR,10,T4,Acanthuridae,Ctenochaetus_cf_striatus,15,6,0.02344,2.98,BP,O
O,OR,10,T4,Acanthuridae,Naso_lituratus,30,1,0.02512,2.97,BP,MH
O,OR,10,T4,Labridae,Thalassoma_lutescens,20,1,0.01023,3.05,BP,MI
O,OR,10,T4,Acanthuridae,Ctenochaetus_cf_striatus,10,1,0.02344,2.98,BP,O
O,OR,10,T4,Microdesmidae,Nemateleotris_magnifica,10,2,0.00389,3.12,BP,PL
O,OR,10,T4,Labridae,Scarus_sp,25,3,,,,
O,OR,10,T4,Labridae,Labridae_sp,5,2,,,,
O,OR,10,T4,Microdesmidae,Ptereleotris_evides,10,1,0.00389,3.12,BP,PL
O,OR,10,T4,Pomacentridae,Dascyllus_reticulatus,8,1,0.0309,3.01,BP,PI
O,OR,10,T4,Labridae,Thalassoma_lutescens,15,1,0.01023,3.05,BP,MI
O,OR,10,T4,Labridae,Scarus_cf_forsteni,20,1,0.01622,3.02,BP,HD
O,OR,10,T4,Acanthuridae,Acanthurus_thompsoni,25,1,0.02512,2.96,BP,PL
O,OR,10,T4,Cirrhitidae,Cirrhitichthys_cf_falco,10,1,0.01288,2.98,B,MI
O,OR,10,T4,Labridae,Labridae_sp,10,4,,,,
O,OR,10,T4,Labridae,Thalassoma_lutescens,8,2,0.01023,3.05,BP,MI
O,OR,10,T4,Pomacanthidae,Apolemichthys_trimaculatus,20,1,0.03311,2.88,BP,SI
O,OR,10,T4,Pomacentridae,Chromis_cf_vanderbilti,7,27,0.01479,2.99,BP,PL
O,OR,10,T4,Mullidae,Parupeneus_multifasciatus,15,1,0.01318,3.11,BP,MI
